instruction_category,images,images_blip2_captions,instruction,reference_output,MiniGPT-4 prediction
okvqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/938_okvqa_coco_val2014_000000514468.jpg""]","[""a person on a surfboard in the ocean""]",Answer the following question based on the provided image: What is the name of the board he is on?,surf board,The name of the board that the person is on in the provided image is not clear.
okvqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/939_okvqa_coco_val2014_000000380459.jpg""]","[""a plate of food on a bamboo mat""]",Answer the following question based on the provided image: What flavor is this pastry?,blueberry,"This pastry appears to be a fruit tart, likely with a crumbly crust and a fruit filling such as strawberry or raspberry."
gqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/940_gqa_n317189.jpg""]","[""a person on skis doing a trick on a rail""]",Answer the following question based on the provided image: Are the trousers the same color as the shoes?,"No, the trousers are red and the shoes are white.",The trousers and shoes are the same color.
gqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/941_gqa_n279581.jpg""]","[""a baseball player holding a bat""]",Answer the following question based on the provided image: What is the bat made of?,The bat is made of wood.,"It is not possible to determine what the bat is made of based on the image alone. The image does not show any details of the bat, such as its material or design."
gqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/942_gqa_n184385.jpg""]","[""a wooden cutting board""]",Answer the following question based on the provided image: Which color do you think is the pot to the left of the spoon?,The pot is silver.,The color of the pot to the left of the spoon is brown.
gqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/943_gqa_n168412.jpg""]","[""a group of horses on a rocky hillside""]",Answer the following question based on the provided image: Do you think the horse is walking?,"No, the horse is running.","The image shows a group of horses walking on a rocky hillside. The sky in the background appears to be clear and blue. It appears that the horses are walking along a trail that has been cut into the rocky terrain. Based on the image, it seems that the horses are walking."
gqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/944_gqa_n234683.jpg""]","[""a man in a suit holding a cell phone""]",Answer the following question based on the provided image: Is there a phone in the picture?,"Yes, there is a phone.","No, there is no phone in the picture."
gqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/945_gqa_n250715.jpg""]","[""a young boy sitting in the cockpit of a ship""]",Answer the following question based on the provided image: Which kind of aircraft is it?,It is a helicopter.,"Based on the image provided, it appears to be a cockpit of a small aircraft, possibly a general aviation aircraft."
gqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/946_gqa_n500308.jpg""]","[""a refrigerator in a room with a clock on it""]",Answer the following question based on the provided image: What is the refrigerator made of?,The fridge is made of glass.,"The refrigerator in the image appears to be made of metal, with a white front and a glass door. There are several clear glasses on the shelf inside the refrigerator, indicating that it is used for storing drinks or other items that need to be kept chilled. The clock on the wall behind the refrigerator indicates that it is a modern, sleek design."
gqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/947_gqa_n398257.jpg""]","[""a desk with a computer on it""]",Answer the following question based on the provided image: Do you see any pillows or papers?,No,"No, I do not see any pillows or papers in the image."
gqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/948_gqa_n250715.jpg""]","[""a young boy sitting in the cockpit of a ship""]",Answer the following question based on the provided image: Is the device that is not horizontal orange and old fashioned?,"No, the phone is old fashioned but white.","Yes, the device that is not horizontal in the image is orange and old fashioned."
gqa,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/949_gqa_n554880.jpg""]","[""a man and woman posing for a picture on their snowboards""]",Answer the following question based on the provided image: What kind of furniture is to the left of the man?,The piece of furniture is a couch.,"The man in the image is wearing a black jacket and blue pants. He is standing on a snowboard, holding his hands up in the air, and smiling at the camera. To the left of the man is a small wooden hut or cabin. It appears to be made of wood and has a thatched roof. There is a chimney on the side of the cabin, and the door is partially open. The snowboard is resting on the ground next to the man. There are no other objects or people visible in the image."
vizwiz,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/950_vizwiz_val_00000183.jpg""]","[""a credit card sitting on top of a table""]",Answer the following question based on the provided image: Is there text or any identifying identification on this side of the card?,no text identifying identification on side card,There is no text or any identifying identification on this side of the card. The card is blank and appears to be unused.
vizwiz,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/951_vizwiz_val_00002084.jpg""]","[""a red car parked on the side of the road""]",Answer the following question based on the provided image: What is this?,red car,"This is a red car parked in a driveway. The car is a Pontiac Firebird, a sports car produced by General Motors from 1990 to 2002. It is known for its distinctive front grille and sleek, aerodynamic design."
vizwiz,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/952_vizwiz_val_00001581.jpg""]","[""a bottle of ubiquinol on a table""]",Answer the following question based on the provided image: What is in this bottle?,qh absorb co qu10,"The image shows a bottle of ubiquinol, which is a coenzyme Q10 supplement that is used to improve energy production in cells."
vizwiz,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/953_vizwiz_val_00001376.jpg""]","[""tom gates everything is amazing""]",Answer the following question based on the provided image: What is this book called?,tom gates everythings amazing,"This book is called ""Tom Gates Everything Awesome"""
