instruction_category,images,images_blip2_captions,instruction,reference_output
Tour guide,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/309_tested_skill_tour_guide_800px-Stanley_Hotel.png""]","[""a large white mansion with a clock tower on the front""]",What is this place? What work of fiction was inspired by it?,
Art knowledge,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/310_tested_skill_art_knowledge_A_Sunday_on_La_Grande_Jatte.png""]","[""a painting of people in the park with umbrellas and dogs""]",Tell me about this painting. Where does this painting live?,
Art knowledge,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/311_tested_skill_art_knowledge_andy-warhol-isfahan-iran-1970s-c4ccea-640.png""]","[""a black and white photo of a man standing in front of parked cars""]",Who is this and what is he famous for?,
Art knowledge,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/312_tested_skill_art_knowledge_salvador-dali-nywts-9d5388-1024.png""]","[""a black and white photo of a man holding a cat""]",Name this artist. What are they famous for?,
Art knowledge,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/313_tested_skill_art_knowledge_vincent-van-gogh-self-portrait-google-art-project-e70cf4-1024.png""]","[""a painting of a man with a beard""]","Identify the artist and the subject of this painting, and explain why this artist used this same subject for so many of his pieces.",
Art knowledge,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/314_tested_skill_art_knowledge_14380695151_54534185c6_w.png""]","[""a black and white drawing of a man with a shirt on""]",Name the artist and their inspirations.,
Art knowledge,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/315_tested_skill_art_knowledge_2380106441_c6f7c3f65b.png""]","[""a framed piece of art on display in a museum""]",Tell me about this painting and the artist.,
Art knowledge,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/316_tested_skill_art_knowledge_Fuente_de_Marcel_Duchamp.png""]","[""a white urinal with a hole in it""]","Tell me about this piece, the artist, and the genre he is known for.",
Art knowledge,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/317_tested_skill_art_knowledge_5939494293_b9a39fb57c_w.png""]","[""an orange and blue painting on display in a museum""]",Tell me about the artist and his style.,
Art knowledge,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/372_tested_skill_history_knowledge_Bundesarchiv_Bild.png""]","[""a black and white photo of the ruins of berlin""]","What is the name of this paining and the artist who painted it, and what inspired this artist to create such a piece?",
Art knowledge,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/319_tested_skill_art_knowledge_14960105936_5c9afabd9b_b.png""]","[""a sculpture of a woman in front of a building""]",Tell me about this sculpture.,
OCR Math,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/320_tested_skill_ocr_math_EvaluateIntegral.png""]","[""evaluate the integral 1 x x x x x x x x x x x x x""]",What is the final outcome?,
OCR Math,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/321_tested_skill_ocr_math_MeanMedianMode.png""]","[""find the mean of these numbers""]",Provide the result for each question in the image.,
OCR Math,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/322_tested_skill_ocr_math_OCR_005.png""]","[""a white piece of paper next to a box of makeup""]",Rewrite the system of linear equations as an augmented matrix.,
OCR Math,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/323_tested_skill_ocr_math_OCR_004.png""]","[""a piece of paper with writing on it""]",Determine whether the statement is true or false. Justify your answer with a proof or a counterexample.,
OCR Math,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/324_tested_skill_ocr_math_OCR_001.png""]","[""what is the 1st term of the geometric sequence?""]",Read and complete the sequence.,
OCR Math,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/325_tested_skill_ocr_math_Mathematical_proof_with_a_fatal_error.png""]","[""proof of theorem 2 1""]","Identify the flaw in this mathematical ""proof,"" and explain why it is incorrect.",
OCR Math,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/326_tested_skill_ocr_math_OCR_002.png""]","[""a whiteboard with a formula written on it""]","For the following exercises, graph the functions by translating, stretching, and/or compressing a toolkit function.",
OCR Math,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/327_tested_skill_ocr_math_IntervalNotation.png""]","[""a x x x x x x x x x x x x x x""]",Write out what this set indicates and provide the appropriate corresponding Interval Notation.,
OCR Math,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/328_tested_skill_ocr_math_OCR_003.png""]","[""find a polar equation of the atomic with focus of the original entropy of e and d""]",Read the instructions and solve the problem,
OCR Math,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/329_tested_skill_ocr_math_IdentifyError&Correct.png""]","[""solve the quadratic equation by factoring""]","Identify the error made in solving this equation, and provide the correct solution.",
Building materials,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/330_tested_skill_building_materials_3683237628_edec95673a_b.png""]","[""a group of men working on a roof""]","Describe the materials used to build this barn, paying particularly close attention to the community that's building it.",
Building materials,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/331_tested_skill_building_materials_Stone_Retaining_wall.png""]","[""a man riding a skateboard down a street""]",What materials would I need to build one of these and how will it differ depending on the soil and climate in different regions?,
Building materials,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/332_tested_skill_building_materials_6020739330_b1b482a48e_b.png""]","[""a shed is being built in the yard""]",What are the remaining materials and quantities necessary to complete this project?,
Building materials,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/333_tested_skill_building_materials_cat-3953989_1280.png""]","[""a 3d model of a cat scratching tower""]",What materials would be required if I were to build this object as a do-it-yourself project?,
Building materials,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/334_tested_skill_building_materials_800px-Arba_domo_en_la_parko_de_la_Chateau.png""]","[""a wooden tree house with stairs and ladders""]",What materials would you beed to build this object. What are the best trees to support this structure?,
Building materials,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/335_tested_skill_building_materials_5225259141_67c6853084_b.png""]","[""the building is adobe""]",What materials would you need to build one of these?,
Building materials,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/336_tested_skill_building_materials_800px-Bantams_in_chicken_coop.png""]","[""a chicken coop with a cat in it""]",What materials would I need to build the object shown and include what I would need to make it weatherproof.,
Building materials,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/337_tested_skill_building_materials_Raised_bed.png""]","[""a vegetable garden with many different types of plants""]",What materials would I need to build one of these?,
Building materials,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/338_tested_skill_building_materials_4860307377_391a8db525_b.png""]","[""a small cabin in a wooded area""]",What materials are needed to build this deck?,
Building materials,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/339_tested_skill_building_materials_children-s-playground-swing-head-playground.png""]","[""a wooden swing set in a grassy area""]",What supplies are needed to build this?,
Technical Support,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/340_tested_skill_technical_support_android_phone_apple_device_blur_business_close_up_computer_connection_contemporary-1535567.jpg!d.png""]","[""a cell phone next to a laptop on a wooden table""]",How can I connect these devices to each other for file sharing purposes without using a cord?,
Technical Support,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/341_tested_skill_technical_support_RAID_6.png""]","[""a series of cylinders with different colors and numbers""]","What is does this 4-letter acronym stand for? What is the purpose for this kind of set up, and what would be an alternative?",
Technical Support,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/342_tested_skill_technical_support_old-phone-antique-contact.png""]","[""a vintage telephone sits on top of a wooden desk""]","What type of phone is this, and what steps have to be followed in order to make a phone call?",
Technical Support,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/343_tested_skill_technical_support_EthernetCableYellow3.png""]","[""a yellow ethernet cable on a white background""]",Where does this go? What is it for?,
Technical Support,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/344_tested_skill_technical_support_Wireless_network.png""]","[""a laptop computer sitting on a chair next to a wireless router""]",How can I connect these two devices if the laptop did not come with the necessary port? What options are available to help me achieve that goal?,
Technical Support,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/345_tested_skill_technical_support_55450327_5671bfb5ac_b.png""]","[""a garage with a ceiling mounted garage door opener""]",How does this help someone park their car? What else would they need to carry with them for this to work?,
Technical Support,"[""https://visit-instruction-tuning.s3.amazonaws.com/visit_images/346_tested_skill_technical_support_511076668_b651d4e444_b.png""]","[""a cd - rom drive with a circuit board""]",What size media does this device use? Is it still readily available for purchase?,
